!!ObjTables schema='SBtab' type='Data' tableFormat='row' class='Quantity' name='Quantity' date='2020-07-18 12:15:02' objTablesVersion='1.0.5' ionicStrength='0.1' ionicStrengthUnit='mM' pH='7.0' temperature='298.15' temperatureUnit='kelvin' unit='kJ/mol',,,,,,
!Comment,!QuantityType,!Mean,!Std,!Sign,!Identifiers:kegg.reaction,!UseAsPriorInformation
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05225,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05226,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05227,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05228,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05229,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05230,False
,standard Gibbs energy of reaction,24.1,6.1,0,R05231,False
,standard Gibbs energy of reaction,23.1,12.7,0,R05232,False
,standard Gibbs energy of reaction,23.1,8.3,0,R05233,False
,standard Gibbs energy of reaction,23.1,8.3,0,R05234,False
,standard Gibbs energy of reaction,-36.9,12.5,0,R05235,False
,standard Gibbs energy of reaction,-36.0,12.3,0,R05236,False
,standard Gibbs energy of reaction,-101.1,8.5,0,R05237,False
,standard Gibbs energy of reaction,-101.1,8.5,0,R05238,False
,standard Gibbs energy of reaction,-99.0,24.5,0,R05239,False
,standard Gibbs energy of reaction,27.9,20.0,0,R05240,False
,standard Gibbs energy of reaction,-99.0,23.6,0,R05241,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05243,False
,standard Gibbs energy of reaction,-92.2,23.6,0,R05244,False
,standard Gibbs energy of reaction,-256.7,18.5,0,R05245,False
,standard Gibbs energy of reaction,-258.2,16.3,0,R05246,False
,standard Gibbs energy of reaction,-452.6,16.7,0,R05247,False
,standard Gibbs energy of reaction,-250.9,14.6,0,R05248,False
,standard Gibbs energy of reaction,-443.3,21.6,0,R05249,False
,standard Gibbs energy of reaction,443.4,21.6,0,R05250,False
,standard Gibbs energy of reaction,-142.1,14.4,0,R05251,False
,standard Gibbs energy of reaction,107.5,7.1,0,R05252,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05255,False
,standard Gibbs energy of reaction,-251.3,21.0,0,R05256,False
,standard Gibbs energy of reaction,-251.5,18.8,0,R05257,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05258,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05259,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05260,False
,standard Gibbs energy of reaction,-325.8,21.6,0,R05261,False
,standard Gibbs energy of reaction,-326.8,21.6,0,R05262,False
,standard Gibbs energy of reaction,-325.8,23.1,0,R05263,False
,standard Gibbs energy of reaction,-326.8,23.1,0,R05264,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05265,False
,standard Gibbs energy of reaction,-395.3,14.4,0,R05266,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05267,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05268,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05269,False
,standard Gibbs energy of reaction,-187.9,43.3,0,R05270,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05271,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05272,False
,standard Gibbs energy of reaction,496.3,18.2,0,R05273,False
,standard Gibbs energy of reaction,-370.2,16.2,0,R05274,False
,standard Gibbs energy of reaction,27.8,19.3,0,R05275,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05276,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05277,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05278,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05279,False
,standard Gibbs energy of reaction,400.0,14.2,0,R05280,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05281,False
,standard Gibbs energy of reaction,23.1,11.1,0,R05282,False
,standard Gibbs energy of reaction,23.1,6.0,0,R05283,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05284,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05285,False
,standard Gibbs energy of reaction,-36.9,6.3,0,R05286,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05287,False
,standard Gibbs energy of reaction,-395.3,12.8,0,R05288,False
,standard Gibbs energy of reaction,-36.0,11.1,0,R05289,False
,standard Gibbs energy of reaction,-400.2,16.4,0,R05290,False
,standard Gibbs energy of reaction,-401.1,16.4,0,R05291,False
,standard Gibbs energy of reaction,-35.7,20.1,0,R05292,False
,standard Gibbs energy of reaction,-34.7,20.1,0,R05293,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05294,False
,standard Gibbs energy of reaction,-247.3,11.8,0,R05295,False
,standard Gibbs energy of reaction,-42.7,9.2,0,R05296,False
,standard Gibbs energy of reaction,-0.6,5.9,0,R05297,False
,standard Gibbs energy of reaction,-10.7,3.8,0,R05298,False
,standard Gibbs energy of reaction,-309.3,11.9,0,R05299,False
,standard Gibbs energy of reaction,-6.5,11.6,0,R05300,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05301,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05302,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05303,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05304,False
,standard Gibbs energy of reaction,20.6,31.3,0,R05305,False
,standard Gibbs energy of reaction,-33.2,42.1,0,R05307,False
,standard Gibbs energy of reaction,-83.2,23.7,0,R05308,False
,standard Gibbs energy of reaction,-35.7,20.1,0,R05309,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05310,False
,standard Gibbs energy of reaction,63.2,32.3,0,R05311,False
,standard Gibbs energy of reaction,-68.7,33.6,0,R05312,False
,standard Gibbs energy of reaction,-25.3,19.2,0,R05313,False
,standard Gibbs energy of reaction,-35.7,20.1,0,R05314,False
,standard Gibbs energy of reaction,6.4,29.1,0,R05315,False
,standard Gibbs energy of reaction,4.1,32.5,0,R05316,False
,standard Gibbs energy of reaction,-87.4,12.8,0,R05317,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05318,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05320,False
,standard Gibbs energy of reaction,-396.8,39.1,0,R05321,False
,standard Gibbs energy of reaction,-396.8,39.1,0,R05322,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05323,False
,standard Gibbs energy of reaction,-60.6,13.7,0,R05324,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05325,False
,standard Gibbs energy of reaction,8.6,11.7,0,R05326,False
,standard Gibbs energy of reaction,-0.8,5.2,0,R05328,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05329,False
,standard Gibbs energy of reaction,26.7,41.4,0,R05330,False
,standard Gibbs energy of reaction,-105.5,40.7,0,R05331,False
,standard Gibbs energy of reaction,-18.6,7.7,0,R05332,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05333,False
,standard Gibbs energy of reaction,-93.1,17.8,0,R05334,False
,standard Gibbs energy of reaction,5.8,15.6,0,R05335,False
,standard Gibbs energy of reaction,-22.3,3.7,0,R05336,False
,standard Gibbs energy of reaction,-0.1,31.2,0,R05337,False
,standard Gibbs energy of reaction,-26.4,3.3,0,R05338,False
,standard Gibbs energy of reaction,-14.1,3.3,0,R05339,False
,standard Gibbs energy of reaction,-207.7,85.1,0,R05341,False
,standard Gibbs energy of reaction,-469.5,9.6,0,R05344,False
,standard Gibbs energy of reaction,-228.1,87.0,0,R05345,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05346,False
,standard Gibbs energy of reaction,23.1,11.1,0,R05347,False
,standard Gibbs energy of reaction,23.1,11.1,0,R05348,False
,standard Gibbs energy of reaction,6.3,49.9,0,R05349,False
,standard Gibbs energy of reaction,7.3,49.9,0,R05350,False
,standard Gibbs energy of reaction,-40.7,7.4,0,R05351,False
,standard Gibbs energy of reaction,20.6,10.4,0,R05352,False
,standard Gibbs energy of reaction,-38.2,9.6,0,R05353,False
,standard Gibbs energy of reaction,-25.3,20.6,0,R05354,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05355,False
,standard Gibbs energy of reaction,7.5,10.2,0,R05356,False
,standard Gibbs energy of reaction,-58.0,29.4,0,R05357,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05358,False
,standard Gibbs energy of reaction,-56.5,14.5,0,R05359,False
,standard Gibbs energy of reaction,-47.5,18.3,0,R05360,False
,standard Gibbs energy of reaction,-59.4,16.8,0,R05361,False
,standard Gibbs energy of reaction,-52.1,13.0,0,R05362,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05363,False
,standard Gibbs energy of reaction,-52.1,11.0,0,R05364,False
,standard Gibbs energy of reaction,-50.0,18.2,0,R05365,False
,standard Gibbs energy of reaction,-64.5,11.3,0,R05366,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05367,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05368,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05369,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05370,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05371,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05372,False
,standard Gibbs energy of reaction,-28.1,7.0,0,R05373,False
,standard Gibbs energy of reaction,-18.7,10.0,0,R05374,False
,standard Gibbs energy of reaction,-9.8,12.1,0,R05375,False
,standard Gibbs energy of reaction,19.9,15.4,0,R05376,False
,standard Gibbs energy of reaction,-14.7,14.3,0,R05377,False
,standard Gibbs energy of reaction,-2.1,8.7,0,R05378,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05379,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05380,False
,standard Gibbs energy of reaction,16.5,8.9,0,R05381,False
,standard Gibbs energy of reaction,-37.7,16.6,0,R05382,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05383,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05384,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05385,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05386,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05387,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05388,False
,standard Gibbs energy of reaction,0.0,9.1,0,R05389,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05390,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05391,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05392,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05393,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05394,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05395,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05396,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05397,False
,standard Gibbs energy of reaction,-5.1,16.2,0,R05398,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05399,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05400,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05401,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05402,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05403,False
,standard Gibbs energy of reaction,-254.6,14.9,0,R05404,False
,standard Gibbs energy of reaction,-249.8,12.1,0,R05405,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05406,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05407,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05408,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05409,False
,standard Gibbs energy of reaction,-267.3,48.9,0,R05410,False
,standard Gibbs energy of reaction,-259.1,24.5,0,R05411,False
,standard Gibbs energy of reaction,-341.0,47.0,0,R05412,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05413,False
,standard Gibbs energy of reaction,-431.0,26.3,0,R05414,False
,standard Gibbs energy of reaction,-256.6,24.4,0,R05415,False
,standard Gibbs energy of reaction,-254.6,12.1,0,R05416,False
,standard Gibbs energy of reaction,-399.5,17.4,0,R05417,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05418,False
,standard Gibbs energy of reaction,-600.0,13.2,0,R05419,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05420,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05421,False
,standard Gibbs energy of reaction,-408.5,50.4,0,R05422,False
,standard Gibbs energy of reaction,-329.0,57.9,0,R05423,False
,standard Gibbs energy of reaction,0.5,11.0,0,R05424,False
,standard Gibbs energy of reaction,-397.4,11.9,0,R05425,False
,standard Gibbs energy of reaction,-439.3,12.2,0,R05426,False
,standard Gibbs energy of reaction,-330.6,11.9,0,R05427,False
,standard Gibbs energy of reaction,-400.2,16.4,0,R05428,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05429,False
,standard Gibbs energy of reaction,-387.7,30.3,0,R05430,False
,standard Gibbs energy of reaction,-485.3,38.7,0,R05431,False
,standard Gibbs energy of reaction,-389.7,30.3,0,R05432,False
,standard Gibbs energy of reaction,-487.3,38.7,0,R05433,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05434,False
,standard Gibbs energy of reaction,-393.2,58.1,0,R05435,False
,standard Gibbs energy of reaction,-395.1,58.1,0,R05436,False
,standard Gibbs energy of reaction,-387.7,30.3,0,R05437,False
,standard Gibbs energy of reaction,-389.7,30.3,0,R05438,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05439,False
,standard Gibbs energy of reaction,-399.5,15.9,0,R05440,False
,standard Gibbs energy of reaction,-443.4,14.3,0,R05441,False
,standard Gibbs energy of reaction,-395.3,12.8,0,R05442,False
,standard Gibbs energy of reaction,-395.3,12.8,0,R05443,False
,standard Gibbs energy of reaction,-436.3,11.0,0,R05444,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05445,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05446,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05447,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05448,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05449,False
,standard Gibbs energy of reaction,-442.4,14.3,0,R05450,False
,standard Gibbs energy of reaction,15.9,7.0,0,R05451,False
,standard Gibbs energy of reaction,-9.5,11.1,0,R05452,False
,standard Gibbs energy of reaction,-30.7,10.8,0,R05453,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05454,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05455,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R05456,False
